 Epoch: 0,batch 190, gloss: 19.57 (mse0.004, adv13.912, perc:5.656); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 191, gloss: 21.55 (mse0.006, adv13.922, perc:7.623); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 192, gloss: 18.48 (mse0.007, adv13.903, perc:4.574); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 193, gloss: 19.32 (mse0.005, adv13.916, perc:5.403); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 194, gloss: 18.64 (mse0.003, adv13.940, perc:4.702); dloss: 1.39 (r0.697, f0.689)
 Epoch: 0,batch 195, gloss: 20.53 (mse0.006, adv13.940, perc:6.583); dloss: 1.39 (r0.697, f0.689)
 Epoch: 0,batch 196, gloss: 18.96 (mse0.004, adv13.947, perc:5.012); dloss: 1.39 (r0.697, f0.689)
 Epoch: 0,batch 197, gloss: 21.24 (mse0.004, adv13.931, perc:7.308); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 198, gloss: 19.65 (mse0.005, adv13.915, perc:5.726); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 199, gloss: 19.67 (mse0.003, adv13.918, perc:5.747); dloss: 1.39 (r0.696, f0.691)
Average loss for last 200 batches is 20.60
 Epoch: 0,batch 200, gloss: 19.30 (mse0.007, adv13.936, perc:5.357); dloss: 1.39 (r0.697, f0.690)
 Epoch: 0,batch 201, gloss: 20.17 (mse0.006, adv13.941, perc:6.221); dloss: 1.39 (r0.697, f0.690)
 Epoch: 0,batch 202, gloss: 19.44 (mse0.003, adv13.933, perc:5.502); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 203, gloss: 19.83 (mse0.008, adv13.888, perc:5.938); dloss: 1.39 (r0.693, f0.692)
 Epoch: 0,batch 204, gloss: 20.90 (mse0.004, adv13.961, perc:6.940); dloss: 1.39 (r0.698, f0.688)
 Epoch: 0,batch 205, gloss: 18.27 (mse0.004, adv13.849, perc:4.416); dloss: 1.39 (r0.693, f0.694)
 Epoch: 0,batch 206, gloss: 20.36 (mse0.004, adv13.873, perc:6.482); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 207, gloss: 20.83 (mse0.004, adv13.909, perc:6.920); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 208, gloss: 18.86 (mse0.003, adv13.883, perc:4.973); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 209, gloss: 19.68 (mse0.005, adv13.895, perc:5.775); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 210, gloss: 19.22 (mse0.004, adv13.920, perc:5.296); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 211, gloss: 20.82 (mse0.007, adv13.899, perc:6.911); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 212, gloss: 18.85 (mse0.003, adv13.896, perc:4.952); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 213, gloss: 19.32 (mse0.005, adv13.860, perc:5.455); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 214, gloss: 19.27 (mse0.003, adv13.898, perc:5.371); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 215, gloss: 19.55 (mse0.003, adv13.880, perc:5.672); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 216, gloss: 20.41 (mse0.004, adv13.911, perc:6.497); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 217, gloss: 19.71 (mse0.004, adv13.932, perc:5.770); dloss: 1.39 (r0.696, f0.690)
